,EPOCH,Open,High,Low,Close,Volume,Timestamp,Date,Year,Month,Day,Hour,Minute,Second,WeekDay,YearDay
0,1538352000000,0.5799,0.5975,0.5799,0.5921,237314.91422765746,2018-10-01 00:00:00+00:00,2018-10-01,2018,10,1,0,0,0,0,274
1,1538355600000,0.5921,0.6048,0.5921,0.5961,145017.8988655243,2018-10-01 01:00:00+00:00,2018-10-01,2018,10,1,1,0,0,0,274
2,1538359200000,0.5935,0.5956,0.59,0.5919,79832.570051775,2018-10-01 02:00:00+00:00,2018-10-01,2018,10,1,2,0,0,0,274
3,1538362800000,0.5919,0.5978,0.59,0.59,116978.31437647156,2018-10-01 03:00:00+00:00,2018-10-01,2018,10,1,3,0,0,0,274
4,1538366400000,0.59,0.5934,0.5805,0.5816,133466.59055302912,2018-10-01 04:00:00+00:00,2018-10-01,2018,10,1,4,0,0,0,274
5,1538370000000,0.5831,0.5843,0.575,0.58,164356.82659393552,2018-10-01 05:00:00+00:00,2018-10-01,2018,10,1,5,0,0,0,274
6,1538373600000,0.5796,0.5882,0.5756,0.5829,186369.20523671727,2018-10-01 06:00:00+00:00,2018-10-01,2018,10,1,6,0,0,0,274
7,1538377200000,0.5829,0.5839,0.576,0.5775,126626.42569129013,2018-10-01 07:00:00+00:00,2018-10-01,2018,10,1,7,0,0,0,274
8,1538380800000,0.5775,0.5878,0.575,0.5821,103534.9147086144,2018-10-01 08:00:00+00:00,2018-10-01,2018,10,1,8,0,0,0,274
9,1538384400000,0.5838,0.5873,0.5814,0.587,87706.43461182684,2018-10-01 09:00:00+00:00,2018-10-01,2018,10,1,9,0,0,0,274
10,1538388000000,0.5851,0.5933,0.5778,0.5778,98830.97852482504,2018-10-01 10:00:00+00:00,2018-10-01,2018,10,1,10,0,0,0,274
11,1538391600000,0.578,0.5822,0.5711,0.5767,91759.45570389788,2018-10-01 11:00:00+00:00,2018-10-01,2018,10,1,11,0,0,0,274
12,1538395200000,0.5769,0.5775,0.5712,0.5744,163241.29231273258,2018-10-01 12:00:00+00:00,2018-10-01,2018,10,1,12,0,0,0,274
13,1538398800000,0.5744,0.5777,0.54,0.5456,848700.6712345383,2018-10-01 13:00:00+00:00,2018-10-01,2018,10,1,13,0,0,0,274
14,1538402400000,0.5457,0.5573,0.54,0.552,654995.1902724848,2018-10-01 14:00:00+00:00,2018-10-01,2018,10,1,14,0,0,0,274
15,1538406000000,0.5521,0.5634,0.5516,0.5551,302160.9217830523,2018-10-01 15:00:00+00:00,2018-10-01,2018,10,1,15,0,0,0,274
16,1538409600000,0.5551,0.5574,0.543,0.5552,247280.37462757548,2018-10-01 16:00:00+00:00,2018-10-01,2018,10,1,16,0,0,0,274
17,1538413200000,0.5552,0.562,0.5513,0.5588,110682.4288681899,2018-10-01 17:00:00+00:00,2018-10-01,2018,10,1,17,0,0,0,274
18,1538416800000,0.5602,0.5602,0.5501,0.5504,53098.40059950253,2018-10-01 18:00:00+00:00,2018-10-01,2018,10,1,18,0,0,0,274
19,1538420400000,0.5504,0.5527,0.545,0.5486,50996.467279660996,2018-10-01 19:00:00+00:00,2018-10-01,2018,10,1,19,0,0,0,274
20,1538424000000,0.553,0.586,0.5524,0.5812,412854.17996020545,2018-10-01 20:00:00+00:00,2018-10-01,2018,10,1,20,0,0,0,274
21,1538427600000,0.5827,0.5947,0.5749,0.5867,363073.1124535729,2018-10-01 21:00:00+00:00,2018-10-01,2018,10,1,21,0,0,0,274
22,1538431200000,0.5868,0.5868,0.5756,0.576,281944.42170815304,2018-10-01 22:00:00+00:00,2018-10-01,2018,10,1,22,0,0,0,274
23,1538434800000,0.576,0.5808,0.5678,0.5777,171380.32279532225,2018-10-01 23:00:00+00:00,2018-10-01,2018,10,1,23,0,0,0,274
24,1538438400000,0.5778,0.5793,0.5686,0.5686,111014.01835951867,2018-10-02 00:00:00+00:00,2018-10-02,2018,10,2,0,0,0,1,275
25,1538442000000,0.568,0.5761,0.5633,0.5735,148475.08555731142,2018-10-02 01:00:00+00:00,2018-10-02,2018,10,2,1,0,0,1,275
26,1538445600000,0.5725,0.5749,0.5692,0.573,156583.07737766206,2018-10-02 02:00:00+00:00,2018-10-02,2018,10,2,2,0,0,1,275
27,1538449200000,0.573,0.5738,0.5693,0.5704,54332.274641793294,2018-10-02 03:00:00+00:00,2018-10-02,2018,10,2,3,0,0,1,275
28,1538452800000,0.5693,0.5751,0.5676,0.5751,158378.7152110739,2018-10-02 04:00:00+00:00,2018-10-02,2018,10,2,4,0,0,1,275
29,1538456400000,0.5751,0.578,0.5712,0.5727,114499.40570241828,2018-10-02 05:00:00+00:00,2018-10-02,2018,10,2,5,0,0,1,275
30,1538460000000,0.5739,0.5742,0.5669,0.568,48914.64310513147,2018-10-02 06:00:00+00:00,2018-10-02,2018,10,2,6,0,0,1,275
31,1538463600000,0.568,0.568,0.5566,0.5625,175284.65199033523,2018-10-02 07:00:00+00:00,2018-10-02,2018,10,2,7,0,0,1,275
32,1538467200000,0.5627,0.5676,0.5598,0.563,108703.38653147877,2018-10-02 08:00:00+00:00,2018-10-02,2018,10,2,8,0,0,1,275
33,1538470800000,0.563,0.5645,0.5558,0.5558,139698.71239221338,2018-10-02 09:00:00+00:00,2018-10-02,2018,10,2,9,0,0,1,275
34,1538474400000,0.555,0.559,0.5533,0.5587,115375.44973479642,2018-10-02 10:00:00+00:00,2018-10-02,2018,10,2,10,0,0,1,275
35,1538478000000,0.5586,0.5602,0.5563,0.5575,70610.1367900033,2018-10-02 11:00:00+00:00,2018-10-02,2018,10,2,11,0,0,1,275
36,1538481600000,0.5575,0.5678,0.5552,0.5606,76818.36044007524,2018-10-02 12:00:00+00:00,2018-10-02,2018,10,2,12,0,0,1,275
37,1538485200000,0.5604,0.5668,0.5588,0.5657,52007.72395077464,2018-10-02 13:00:00+00:00,2018-10-02,2018,10,2,13,0,0,1,275
38,1538488800000,0.5657,0.566,0.5551,0.5557,118108.92728426843,2018-10-02 14:00:00+00:00,2018-10-02,2018,10,2,14,0,0,1,275
39,1538492400000,0.5564,0.5598,0.5545,0.5587,58022.85935402859,2018-10-02 15:00:00+00:00,2018-10-02,2018,10,2,15,0,0,1,275
40,1538496000000,0.5587,0.5587,0.5473,0.551,161874.22004721302,2018-10-02 16:00:00+00:00,2018-10-02,2018,10,2,16,0,0,1,275
41,1538499600000,0.5519,0.5541,0.54,0.5495,145163.37652326305,2018-10-02 17:00:00+00:00,2018-10-02,2018,10,2,17,0,0,1,275
42,1538503200000,0.5495,0.5536,0.5482,0.5536,57376.42776667963,2018-10-02 18:00:00+00:00,2018-10-02,2018,10,2,18,0,0,1,275
43,1538506800000,0.5536,0.5553,0.5485,0.5486,78518.32680497228,2018-10-02 19:00:00+00:00,2018-10-02,2018,10,2,19,0,0,1,275
44,1538510400000,0.5516,0.5516,0.547,0.5471,45605.25590098432,2018-10-02 20:00:00+00:00,2018-10-02,2018,10,2,20,0,0,1,275
45,1538514000000,0.547,0.5488,0.5429,0.5473,46445.32482077713,2018-10-02 21:00:00+00:00,2018-10-02,2018,10,2,21,0,0,1,275
46,1538517600000,0.5465,0.547,0.5373,0.5377,149376.7650211786,2018-10-02 22:00:00+00:00,2018-10-02,2018,10,2,22,0,0,1,275
47,1538521200000,0.5381,0.5381,0.5158,0.5177,610846.5264081392,2018-10-02 23:00:00+00:00,2018-10-02,2018,10,2,23,0,0,1,275
48,1538524800000,0.5177,0.534,0.5089,0.5274,474269.5411994425,2018-10-03 00:00:00+00:00,2018-10-03,2018,10,3,0,0,0,2,276
49,1538528400000,0.5285,0.5287,0.5189,0.5245,162130.85799794103,2018-10-03 01:00:00+00:00,2018-10-03,2018,10,3,1,0,0,2,276
50,1538532000000,0.5245,0.5255,0.5135,0.5207,207658.95248746822,2018-10-03 02:00:00+00:00,2018-10-03,2018,10,3,2,0,0,2,276
51,1538535600000,0.5206,0.5206,0.5106,0.5176,141039.69197225277,2018-10-03 03:00:00+00:00,2018-10-03,2018,10,3,3,0,0,2,276
52,1538539200000,0.5177,0.5242,0.5137,0.5205,98728.36813293821,2018-10-03 04:00:00+00:00,2018-10-03,2018,10,3,4,0,0,2,276
53,1538542800000,0.5205,0.5247,0.5205,0.5205,140150.78842332689,2018-10-03 05:00:00+00:00,2018-10-03,2018,10,3,5,0,0,2,276
54,1538546400000,0.5205,0.5219,0.516,0.5186,135243.1323804069,2018-10-03 06:00:00+00:00,2018-10-03,2018,10,3,6,0,0,2,276
55,1538550000000,0.5191,0.5216,0.5189,0.5203,48611.54670263822,2018-10-03 07:00:00+00:00,2018-10-03,2018,10,3,7,0,0,2,276
56,1538553600000,0.5194,0.5212,0.5151,0.5199,77199.067642265,2018-10-03 08:00:00+00:00,2018-10-03,2018,10,3,8,0,0,2,276
57,1538557200000,0.5191,0.521,0.5189,0.5195,60034.36127005511,2018-10-03 09:00:00+00:00,2018-10-03,2018,10,3,9,0,0,2,276
58,1538560800000,0.5195,0.5389,0.5195,0.5327,252202.5412845714,2018-10-03 10:00:00+00:00,2018-10-03,2018,10,3,10,0,0,2,276
59,1538564400000,0.5327,0.5358,0.5274,0.5318,104576.01152099596,2018-10-03 11:00:00+00:00,2018-10-03,2018,10,3,11,0,0,2,276
60,1538568000000,0.5319,0.5319,0.5225,0.5251,102407.6644565156,2018-10-03 12:00:00+00:00,2018-10-03,2018,10,3,12,0,0,2,276
61,1538571600000,0.525,0.5268,0.5208,0.5238,41454.982141026725,2018-10-03 13:00:00+00:00,2018-10-03,2018,10,3,13,0,0,2,276
62,1538575200000,0.5257,0.5367,0.5238,0.5323,79067.04752281122,2018-10-03 14:00:00+00:00,2018-10-03,2018,10,3,14,0,0,2,276
63,1538578800000,0.5311,0.5324,0.5268,0.5285,62780.905715355104,2018-10-03 15:00:00+00:00,2018-10-03,2018,10,3,15,0,0,2,276
64,1538582400000,0.5286,0.53,0.5248,0.5283,34378.70675080208,2018-10-03 16:00:00+00:00,2018-10-03,2018,10,3,16,0,0,2,276
65,1538586000000,0.5283,0.53,0.5264,0.5268,22731.264464541306,2018-10-03 17:00:00+00:00,2018-10-03,2018,10,3,17,0,0,2,276
66,1538589600000,0.5267,0.5276,0.5235,0.525,17779.848291223232,2018-10-03 18:00:00+00:00,2018-10-03,2018,10,3,18,0,0,2,276
67,1538593200000,0.5247,0.5263,0.518,0.5207,35756.424122049895,2018-10-03 19:00:00+00:00,2018-10-03,2018,10,3,19,0,0,2,276
68,1538596800000,0.5207,0.5241,0.5196,0.5232,12592.948494656324,2018-10-03 20:00:00+00:00,2018-10-03,2018,10,3,20,0,0,2,276
69,1538600400000,0.5225,0.5289,0.5219,0.5225,11044.532039967216,2018-10-03 21:00:00+00:00,2018-10-03,2018,10,3,21,0,0,2,276
70,1538604000000,0.5225,0.5247,0.52,0.5246,24989.153048556258,2018-10-03 22:00:00+00:00,2018-10-03,2018,10,3,22,0,0,2,276
71,1538607600000,0.5238,0.5336,0.5238,0.5281,84353.18413253261,2018-10-03 23:00:00+00:00,2018-10-03,2018,10,3,23,0,0,2,276
72,1538611200000,0.5288,0.5308,0.5275,0.5298,56142.5325832217,2018-10-04 00:00:00+00:00,2018-10-04,2018,10,4,0,0,0,3,277
73,1538614800000,0.53,0.545,0.53,0.5387,364802.67116499617,2018-10-04 01:00:00+00:00,2018-10-04,2018,10,4,1,0,0,3,277
74,1538618400000,0.5392,0.5398,0.5378,0.539,64831.33102654463,2018-10-04 02:00:00+00:00,2018-10-04,2018,10,4,2,0,0,3,277
75,1538622000000,0.539,0.5421,0.5376,0.5398,107352.373933125,2018-10-04 03:00:00+00:00,2018-10-04,2018,10,4,3,0,0,3,277
76,1538625600000,0.5392,0.5478,0.5392,0.5461,177445.4112095884,2018-10-04 04:00:00+00:00,2018-10-04,2018,10,4,4,0,0,3,277
77,1538629200000,0.5461,0.5488,0.541,0.5422,105308.17464594537,2018-10-04 05:00:00+00:00,2018-10-04,2018,10,4,5,0,0,3,277
78,1538632800000,0.5422,0.5442,0.5387,0.5399,119529.35293424943,2018-10-04 06:00:00+00:00,2018-10-04,2018,10,4,6,0,0,3,277
79,1538636400000,0.5387,0.5414,0.5387,0.5402,55588.303440481446,2018-10-04 07:00:00+00:00,2018-10-04,2018,10,4,7,0,0,3,277
80,1538640000000,0.5402,0.5441,0.5386,0.5411,62302.03687747407,2018-10-04 08:00:00+00:00,2018-10-04,2018,10,4,8,0,0,3,277
